row ID,row m/z,row retention time,Pooled_Urine_5_posneg_b.mzXML Peak area,Urine_05_Top10_POS.mzXML Peak area,Urine_05_Top10_posneg.mzXML Peak area,Urine_101_Top10_posneg.mzXML Peak area,Urine_14_Top10_posneg.mzXML Peak area,Urine_19_Top10_POS.mzXML Peak area,Urine_19_Top10_posneg.mzXML Peak area,Urine_20_Top10_POS.mzXML Peak area,Urine_20_Top10_posneg.mzXML Peak area,Urine_22_Top10_posneg.mzXML Peak area,Urine_23_Top10_posneg.mzXML Peak area,Urine_25_Top10_posneg.mzXML Peak area,Urine_37_Top10_POS.mzXML Peak area,Urine_37_Top10_posneg.mzXML Peak area,Urine_44_Top10_POS.mzXML Peak area,Urine_44_Top10_posneg.mzXML Peak area,Urine_60_Top10_posneg.mzXML Peak area,Urine_61_Top10_POS.mzXML Peak area,Urine_61_Top10_posneg.mzXML Peak area,Urine_64_Top10_POS.mzXML Peak area,Urine_64_Top10_posneg.mzXML Peak area,Urine_66_Top10_posneg.mzXML Peak area,Urine_67_Top10_posneg.mzXML Peak area,Urine_73_Top10_POS.mzXML Peak area,Urine_73_Top10_posneg.mzXML Peak area,Urine_74_Top10_POS.mzXML Peak area,Urine_74_Top10_posneg.mzXML Peak area,Urine_76_Top10_posneg.mzXML Peak area,Urine_84_Top10_posneg.mzXML Peak area,Urine_86_Top10_posneg.mzXML Peak area,Urine_87_Top10_POS.mzXML Peak area,Urine_87_Top10_posneg.mzXML Peak area,Urine_88_Top10_posneg.mzXML Peak area,Urine_90_Top10_POS.mzXML Peak area,Urine_90_Top10_posneg.mzXML Peak area,Urine_91_Top10_POS.mzXML Peak area,Urine_91_Top10_posneg.mzXML Peak area,Urine_95_Top10_posneg.mzXML Peak area,Urine_96_Top10_posneg.mzXML Peak area,
58,121.02842058454242,7.89972023809524,4.865802237293129E8,0,0,0,1.115499400143094E9,0,5.0485325102684385E8,0,0,0,7.081417960084685E8,0,0,0,1.1279559974172583E9,1.3475689297404373E9,1.1205908982221563E9,3.7959416525337505E8,9.354148698479993E8,0,0,0,8.753015640433283E8,5.937237816764371E8,0,0,0,0,0,0,0,0,0,3.640692803362264E8,0,0,1.111175255843437E9,1.2061306614096565E9,0,
59,121.07198685866136,9.038735470085467,3.13523250323007E9,1.66405985297768E9,3.3079631008729787E9,7.23639792943527E9,2.2689516416368265E9,4.69900027856922E9,4.53147667818173E9,4.546937642126053E9,3.274115779581225E9,2.389512019162777E9,1.2694144815807203E10,4.872257933728935E9,7.1873563036185255E9,8.278924579706893E9,5.349876170855005E9,4.721935116515156E9,3.515452415742929E9,3.6345340418000503E9,3.762463165596215E9,5.4231623552635765E9,4.764984234767278E9,3.4360544106613092E9,4.333744650955277E9,4.372283249105241E9,4.054858006855264E9,4.704973250187529E9,4.56557217713395E9,3.5503959408064995E9,3.187470674678043E9,5.94050060156274E9,7.146474176303493E9,5.517499895659752E9,5.754719571881447E9,5.024252678712951E9,4.261899252889487E9,4.601034220102204E9,3.3806533718960204E9,2.557763311702856E9,2.8810621964349008E9,
60,122.06340848482571,8.789878205128204,2.965355291368515E8,0,5.546599945259571E8,9.058975497197539E8,0,0,0,0,0,3.796106824069415E8,2.3917789018198576E9,0,0,0,1.6279241234395343E8,3.2934533264484376E8,0,0,0,2.3459792081414005E8,5.2435610151514053E8,0,0,3.94422552256937E8,4.0919595208086747E8,3.670860353629344E8,0,0,0,2.3363416186039847E8,0,0,0,0,0,0,0,0,0,
61,122.09638214111328,15.432416666666667,4.4390169157152724E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
62,123.040283203125,14.215458333333334,2.681561231635939E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.920219838130078E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
63,123.05522918701172,17.174833333333332,2.941467473643865E8,0,0,1.2909285654811339E8,1.8184613022978103E8,0,0,0,0,0,0,1.7446144034915626E8,0,0,0,0,0,0,0,0,0,3.0927084072221494E8,0,0,0,6.850977118966572E8,8.204512914830853E8,0,0,1.8504807032436728E8,0,0,0,0,2.9996967365129703E8,0,0,0,2.3209329444246098E8,
64,123.09436543782552,15.833736111111113,3.3034977224453148E7,0,0,0,1.1671477969910938E8,0,0,0,0,0,4.3227809763585925E7,2.027696970982813E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1768901358683586E7,0,0,0,0,0,0,0,0,0,1.1183517192574196E7,
65,124.04234864976671,9.940906481481484,3.312022499296252E8,3.3012978530251527E8,0,1.2709226668376161E8,0,0,4.791707335137303E8,0,0,0,6.395690052058651E8,1.0758574345386326E8,2.758510145711717E8,5.940302771905389E8,2.1842167930731255E8,1.65337580338922E8,0,0,0,0,0,4.681250746764455E8,0,2.1027868163305852E8,2.9968207417830473E8,4.0321458575867915E8,5.075300668232891E8,2.1417633584765625E8,0,0,0,0,0,0,1.7343801520908186E8,0,0,4.3193450541087496E8,0,
66,124.07573572794597,7.618284999999999,4.77136823472656E8,4.3409269222367175E7,0,0,1.492750249940374E9,3.5128153331210154E8,2.958749273512109E8,3.389611627693083E8,0,2.4250787909994216E9,2.7714464918922263E8,0,0,0,1.2519518355949993E8,0,0,1.9131528499694926E8,2.182987801305E8,4.6609147560373807E8,5.917520522371411E8,1.003890409794406E9,0,1.5778637734969535E8,2.75933972818336E8,2.287158261349523E9,2.9839297678074045E9,2.792517945863906E8,3.934437444025784E8,6.119746037586603E8,2.0430713256304675E8,5.209276207108907E8,6.45392266140375E8,5.456897045692071E8,5.928451119802502E8,3.40116381197754E8,1.9828662279965618E8,1.575524728323164E8,2.7169576344435155E8,
67,124.0869379351216,9.342690322580644,3.545812328142307E8,2.778125825234021E8,3.6717064526045674E8,0,0,4.483979850403438E8,3.546465358558161E8,3.9529537743733203E8,0,4.145874741113087E8,5.2099963740467554E8,2.9923708459693366E8,3.5630671214118785E8,4.073695201016717E8,3.8449590591005075E8,3.4421311368023866E8,3.553798230865705E8,0,3.652498821617071E8,3.431432579745974E8,3.3650485879710156E8,0,3.686560571424299E8,3.303739405166874E8,3.6835042425151587E8,3.5461587940640247E8,3.759334892711019E8,1.901969175204767E8,3.656116343014959E8,3.7856412192979306E8,6.865837891341829E8,5.269148609531021E8,4.6484827552950376E8,0,3.970625585811681E8,4.53114239516336E8,3.7492152675035954E8,0,0,
68,125.07093676398782,6.852310784313725,5.114167006441838E8,0,0,4.810324830025546E8,0,0,5.91242477794227E8,6.891018837409965E8,0,0,5.2264533007167965E8,0,6.899053722600648E8,0,0,0,0,0,4.9927747707442206E8,7.62467608102091E8,6.061899424951715E8,4.156452002839572E8,0,6.711041373327489E8,5.974319562893676E8,0,0,3.061891072673359E8,0,0,0,8.046788335181568E8,6.326846483069375E8,0,5.2930098634392196E8,0,0,3.753476228510001E8,0,
69,126.05500030517578,7.635266666666666,6.819689048162189E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,126.10256449381511,16.273016666666667,2.12666682605656E8,0,0,1.045610628709921E8,0,0,0,0,1.2082113893446071E8,0,6.455913343912348E8,0,0,0,0,0,0,0,0,0,0,2.973016765109455E8,0,0,0,0,0,0,0,0,0,3.700282718569609E8,0,0,0,0,0,0,0,
71,127.03897018432617,6.699769999999999,3.413249897158868E8,0,3.45260333018625E8,0,0,3.574900080488204E8,5.896663229764724E8,0,0,3.1979324834166414E8,0,0,0,0,0,0,0,0,0,0,0,0,7.313446046510198E8,0,0,0,0,0,0,0,0,8.401785991748439E8,0,0,0,3.59704412842207E8,5.0318418034940624E8,3.858171594218242E8,0,
72,127.55146026611328,11.805033333333334,4.85449751496719E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,128.0706156855044,7.486221739130435,5.646604226877537E8,0,5.675106410186404E8,0,0,9.418222757348802E8,5.186133773201681E8,0,3.930720294875937E8,7.273065372515155E8,6.17908749398281E8,2.6469632755070692E8,0,1.192041903410953E9,0,0,0,0,5.2699271555817175E8,5.411359323743548E8,0,1.028470944644797E9,0,8.229683793862733E8,1.0365092250711328E9,5.645918910364859E8,1.0766492988345E9,0,4.292199827591757E8,0,0,6.286709149155079E8,1.0908921625043173E9,1.3792002471135542E9,3.182831520961409E8,0,4.110438071307813E8,1.4622227265591989E9,0,
74,128.10696411132812,14.841969444444446,7.514345946080466E7,0,0,0,7.933599125385155E7,0,0,0,0,2.5547960806631252E8,0,0,0,0,1.1405188446379685E8,0,0,0,0,0,0,0,2.675821203942344E8,0,0,0,0,0,0,0,0,0,0,0,6.951721556757809E7,0,0,0,0,
75,128.95343671526228,20.8866746031746,2.7752674593694177E9,0,1.1236294907630742E9,0,1.7081565584369E9,0,1.6637402392510788E9,0,0,2.0604541758866014E9,2.335340782626507E9,0,8.943918558866005E8,1.0353487664271632E9,1.273762344775099E9,1.4974875303711534E9,9.668406570874927E8,0,1.6082320022420013E9,0,1.3103506053605325E9,2.1787221886380906E9,1.296272813843279E9,0,1.651775246589685E9,0,0,0,2.287638572001304E9,1.1456731583013184E9,0,0,0,0,0,0,1.1830129759760559E9,1.7106497485531723E9,2.4180337190116487E9,
76,129.01823933919272,11.661514814814815,6.051067301353126E7,0,0,0,0,0,0,0,5.1775708395050794E7,0,6.75522378468749E7,9.934688732856242E7,1.1090343303523442E8,0,8.855263861708988E7,0,0,0,0,0,0,2.252260354699923E8,0,0,0,8.952741652824989E7,8.671136853049986E7,0,0,0,0,0,0,0,0,0,0,0,0,
77,129.065858138235,10.578165789473687,3.38618377748779E9,5.235527649687266E9,4.2631060139614477E9,5.296576183818508E9,2.010872610875315E9,1.5861687161900685E9,1.2667101658085907E9,3.867502786028033E9,7.745288254700724E9,4.566508428020739E9,2.2941646408016486E9,3.460563439332206E9,2.0678434243458595E9,2.7342540219883227E9,2.228731577750158E9,2.395342093448799E9,3.4000857126906214E9,4.812812363909859E9,3.7264937847918553E9,2.7608413703007965E9,3.620676933354712E9,3.7708380189762297E9,1.8614213114469705E9,5.411203056503892E9,6.259816388214289E9,4.2078275742748675E9,5.700726469607768E9,4.2011347442810926E9,4.451983609618133E9,0,1.1012028990235497E10,7.71916928500345E9,5.10310007585898E9,1.626374122253491E9,5.621718941307542E9,7.564554417527907E9,6.582087927949814E9,2.6122427558605847E9,2.900864786103553E9,
78,129.1021982828776,15.448672222222223,1.326166733453281E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4862495568184376E8,0,0,0,0,0,0,0,0,5.363425619516798E7,0,0,8.874397172595315E7,0,0,0,0,2.827847178693086E8,0,1.980596089938789E8,0,0,0,0,
79,129.12734603881836,22.416000000000004,6121459.043984352,0,0,6365359.520976568,0,0,0,0,0,0,0,0,0,0,1.2350204854878904E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5037259.37117187,0,0,
80,129.95685250418526,20.992642857142858,2.617626835968755E7,0,0,3.405215544234386E7,0,0,0,0,3.624162179402344E7,0,0,3.2690963973124977E7,7592105.266757807,0,1.1352372902421916E7,0,0,0,0,1.02602618011328E7,0,0,0,1.3342621070546882E7,0,2.586860531882811E7,3.119999726906252E7,3.40013988533594E7,0,0,0,3.68362093612501E7,2.964528488921874E7,0,2.7668848131718677E7,0,0,0,0,
81,130.04983825683593,4.766451666666667,2.1173607669803984E9,0,2.3689832580429373E9,0,2.4138748078161755E9,0,2.3294458750198493E9,0,2.3146467743740187E9,0,0,2.3233136821419907E9,0,0,0,0,2.152647961187595E9,0,0,1.5946128755324259E9,0,0,0,0,0,0,0,0,0,2.1230193307728043E9,0,0,0,0,0,0,0,0,1.6709335018092773E9,
82,130.08626810709634,15.465177777777777,7.00502093418164E8,0,0,0,0,0,5.943046596448907E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5427869601757807E8,0,0,
83,130.1086540222168,5.123808333333333,2.6484866075947186E11,0,0,6.5702906101886E11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.549942951636759E11,0,0,0,0,0,0,0,0,0,0,2.4442776807605112E11,
84,130.96651204427084,22.77847222222222,2.0003586131644538E8,0,1.7698647825355074E8,4.9700842111093804E7,1.7506262922932422E8,0,1.8798600073286718E8,0,1.9278947132866806E8,2.0350463663745308E8,2.086803571553164E8,0,0,0,1.7692799624752736E8,0,1.6628817532194132E8,0,1.7466241638823053E8,2.593903839828123E7,1.865000549430859E8,0,1.8165036277303126E8,0,2.1426196572347653E8,0,0,4.656853044117188E7,0,0,0,0,0,0,1.8528158169242573E8,0,1.8079096212076563E8,0,0,
85,131.11786166104403,15.106624242424243,1.3092419938657608E10,0,0,0,3.6178309644343305E9,0,1.1600566885775359E9,0,0,0,1.6660064073815002E9,0,0,0,0,0,0,0,0,0,0,8.790006266922783E9,0,0,0,0,0,0,0,1.2218968669529047E10,0,0,2.642950074681521E9,0,1.2327015103715647E10,0,1.4641416419029251E10,2.9508015385673785E9,1.2669146743503696E10,
86,132.0766790289628,10.517169298245614,1.6167127369892397E10,1.876984434433629E10,1.0909674412515053E10,4.427130481765072E9,2.1337181435550472E10,5.0113446717332954E10,3.311838895566213E10,2.1607823862323334E10,1.3774661357063618E10,1.5477263242006502E10,3.0505865709758907E10,1.8025864678537724E10,1.6361055232978397E10,1.8047668790411064E10,2.6202701207154728E10,2.6983131007973408E10,1.5438987950681501E10,2.4502900385338303E10,1.4209066171298717E10,9.556178922555826E9,1.0652401472376066E10,1.1302953709908052E10,2.6498924487741337E10,6.065386017176354E9,6.279774828397462E9,9.348677548048048E9,1.0986846182438475E10,6.086155059513579E9,6.998214291919646E9,1.1607604952624268E10,1.044232180371576E10,5.269302647039303E9,1.0996662254523552E10,1.362820470302061E9,0,1.4424996656378508E10,8.441662542552617E9,1.5948281017316944E10,1.295388516489387E10,
87,132.1019087571364,9.619794871794873,1.351922227872547E9,7.529542815336865E8,5.835249887296878E8,1.4505472705085008E9,0,0,0,0,0,0,0,0,0,0,1.7057750396489077E9,1.780101005298271E9,0,8.805012856551837E8,8.939740052446476E8,0,0,0,0,0,0,2.590515953377254E9,3.0990667800362334E9,0,0,0,0,0,0,0,0,3.4892470273740993E9,2.4997943217463603E9,1.1703418536012971E9,0,
88,132.12112565474078,15.080345454545455,4.475676973127578E8,0,0,8.310846921436405E8,2.905707959195938E8,0,0,0,0,0,0,1.0694748415201602E9,0,0,0,0,0,0,0,0,0,4.2063769538392186E8,0,0,0,0,0,0,0,6.097945613382066E8,0,1.6069801428187492E8,4.455218127436411E8,0,6.272499560955118E8,0,0,2.7869837552235174E8,4.841384155974214E8,
89,132.96471150716147,22.779685185185183,1.1137445135624986E7,0,9784792.795195315,9478634.517890625,0,0,6817087.244921848,0,0,9561291.168046875,0,0,0,0,5584252.533945321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8120623.021015604,1.0611656700546883E7,1.0888268043710954E7,
90,133.0971507196841,14.53928768115942,2.6442037139581248E8,0,3.1059115354291373E8,2.1919694763984403E8,0,0,2.864695765850548E8,0,4.4208100462825775E8,3.8245149891817194E8,0,3.098807237550664E8,1.8789222029703906E8,0,1.9858619810953113E8,5.554993528336602E8,2.893744657933633E8,0,3.3239471853276956E8,1.2065025196553124E8,1.1095325035034367E8,0,3.2722200446235955E8,1.9188958839845702E8,2.6653201149098444E8,0,0,0,2.3687645988926157E8,1.618343222374767E8,0,0,2.778694094629417E8,0,4.189725342382969E8,0,1.8628382972340696E9,3.5162069135072654E8,0,
91,134.11753845214844,15.518697222222222,5.227606227341012E7,0,0,0,4.189752184494921E7,0,2.9038148992046904E7,0,0,0,0,4.956680575621875E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1934567413676561E8,0,0,0,1.1012897953827348E8,
92,135.0916290283203,16.986583333333332,3964495.387265637,0,0,0,0,0,0,0,0,0,0,7572769.496015622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
93,137.07095184326172,18.61635,7.863226103069736E9,0,0,1.520447694659734E9,0,0,0,0,3.256623897276409E9,0,5.758796078976154E9,4.7228834775842285E9,0,0,0,0,0,0,0,0,0,7.343943098173321E9,0,0,0,1.988166626571266E10,0,0,0,0,0,2.003069150638555E10,6.7642989459179325E9,0,0,0,0,0,2.618715643786815E9,
94,137.10723876953125,15.192016666666666,2.560185006376562E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
95,137.98316842538338,11.643054320987655,9.68999416917344E7,0,8.34283652028633E7,8.310806657463278E7,1.0944306090794916E8,0,0,0,1.0294045739967579E8,1.1832004990863667E8,0,0,1.7199731085111332E8,0,9.139767851110947E7,1.6107347839509377E8,9.568480604803914E7,3.797497363214145E8,9.104478318423827E7,4.6451296494160134E8,1.5947601680199996E8,1.1201728151520312E8,1.0654012408757034E8,8.690751839249615E7,1.1010993119862892E8,1.7476717065807804E8,0,1.021216575048672E8,8.78639987249453E7,9.033089101599994E7,3.058324970952343E8,0,0,4.484347405943161E8,9.136254518726957E7,0,8.47089629051249E7,9.259148165632017E7,0,
96,138.05491638183594,9.169592857142856,5.444006778754227E9,1.734212492617917E9,1.3576708793741589E9,1.5433299743319335E9,1.0542359995479267E10,5.298613177725384E8,0,1.299042923081193E9,1.6742597040124605E9,8.466619843587714E9,5.964388596505629E9,2.725756101416368E9,4.433551991379447E9,4.727308622414957E9,1.1685893546207273E9,1.3345962421812356E9,2.560865447924101E9,1.5463842217295358E9,0,1.0882484597546465E10,1.094731936352427E10,9.183884013491732E9,5.238893555565211E9,2.8624518129916716E9,2.9821060155646753E9,1.5475262222461111E10,1.792718204897108E10,1.8654056720540173E9,6.897834441919112E9,2.811868401356173E9,1.0039658459402229E9,1.6304597295522778E9,6.541816874504627E9,0,0,3.8303024779048967E9,5.132093224358984E9,2.0097961240497432E9,7.925769948230674E9,
97,138.07420196533204,18.609683333333333,7.572353160568361E8,0,0,9.884504585804687E7,0,0,0,0,4.1133758255692166E8,0,5.644862434208125E8,5.023289167689924E8,0,0,0,0,0,0,0,0,0,7.169130089495236E8,0,0,0,1.6082467924583356E9,0,0,0,0,0,1.6327796755867035E9,6.504230173502929E8,0,0,0,0,0,3.5721668467000014E8,
98,138.09132766723633,7.153064583333334,2.5391864666176572E8,0,0,0,0,0,0,0,0,6.828247842952774E8,0,0,0,0,0,0,0,0,1.661879989003672E8,0,4.4050979665911335E8,0,0,0,0,1.2724264883012192E9,1.269635850294812E9,0,3.4244357598484373E8,0,0,0,6.405760375555471E8,0,0,0,0,0,0,
99,138.91939267245206,21.846757575757575,2.2213987938818765E8,0,0,2.087946241881171E8,3.2235277926248837E8,0,2.5100425728588665E8,0,3.3791175403868747E8,2.149005128479923E8,2.3251597517859378E8,2.428954350641329E8,0,0,0,0,2.1578656723451954E8,0,1.9558952868325776E8,0,0,0,3.3678019741997653E8,0,0,3.486674262871637E8,3.214773200991405E8,7.50494923288281E7,2.692270448127305E8,2.4978511497330087E8,0,2.782443549624531E8,2.849655299867345E8,0,2.3621921940960947E8,0,2.949855274643945E8,2.4194563569144142E8,2.834580227560272E8,
100,139.01778411865234,18.634083333333336,4.0316569856365645E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.239813963744686E8,
101,139.05823974609376,9.169635555555553,1.2102285839641373E9,6.602140202286483E8,8.366201878283594E8,6.189254125785624E8,1.5575710321774917E9,1.252767893401561E7,0,7.184553382155284E8,8.62673188469461E8,8.95116545605919E8,1.0874411932676518E9,0,6.29821366276661E8,9.324364158113203E8,3.4248717957559794E8,5.488866667383006E8,6.353333445769916E8,0,0,1.0981874406375895E9,1.3623328191684933E9,1.2462632964083786E9,1.7845727577140968E9,4.1246468286026925E8,9.46451860716215E8,1.4953206107638335E9,2.0511563572550147E9,0,8.144846998813022E8,6.333155519394498E8,0,0,1.3922490168488748E9,0,0,7.476659246394955E8,1.496422927492575E9,1.6084950847634532E9,1.3597925349947462E9,
102,140.0130360921224,14.903327777777777,1.1628086176992969E8,0,0,0,0,0,0,0,0,0,0,0,0,3.767222463626015E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.065974195121921E8,0,0,0,0,0,
103,141.05469258626303,9.453833333333334,9.73150184386718E7,0,0,0,0,0,0,0,0,0,0,0,1.18670456073914E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.766386557894926E7,
104,141.0657914814196,7.748856578947368,9.75976067671785E9,1.0056465861722872E10,6.085806039552472E9,9.894831827868552E8,0,2.9968089587716785E10,1.728809773261003E10,1.077322182341381E10,3.4570493008551545E9,6.929618487085453E9,2.910120920315989E10,1.8559166979651709E9,1.8084405375449947E10,1.825458422713843E10,2.646187171944126E10,2.8143268835834793E10,3.3307264305578465E10,4.887316650758821E10,2.4056475927227966E10,1.3223261909491636E10,3.365110452795276E9,6.333623921820681E9,2.5052158983956894E10,1.5438853449334888E10,1.5612024492314556E10,5.184089709200909E9,5.676463781007735E9,4.60674758859717E9,3.8025129113760495E9,8.5816194531166E8,8.191465089700412E10,3.787947666910248E10,6.020518712021066E9,1.1924885947779844E10,3.2563844784381766E9,1.8298639184208828E10,4.625903896184061E9,1.606908115444093E10,3.8275298894892316E9,
105,141.10223388671875,17.934166666666666,8423766.937148444,0,0,0,0,0,0,0,0,0,0,1.663068021890622E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6170104.199414061,
106,142.0862513003142,7.3945884057971005,2.2539173476196866E9,8.285250151760517E8,0,0,1.8048466848221254E9,3.258342879594451E9,2.5731816796296334E9,0,0,1.3965565203772979E9,8.376150961149002E9,0,2.1237068651907938E9,7.863736694859849E9,2.645837756473093E9,4.61440114311371E9,0,1.8949031923783514E9,0,7.387592359920433E8,0,2.130601174755841E9,1.624249409681695E9,1.6988716206154258E9,0,7.634868235598279E8,1.0424103881598593E9,0,0,0,6.162179442223029E9,6.2159758221513605E9,1.5331549886441495E9,1.8841509265975735E9,0,0,0,3.092780769736399E9,0,
107,142.1288833618164,7.488575000000001,2.0662884125645745E9,0,0,0,0,2.6824457454180464E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
108,142.9480946858724,12.190600000000002,3.544805948604297E7,0,0,0,0,0,0,0,0,0,3.0252470057132825E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6878755726312496E7,0,0,0,0,0,0,0,0,0,0,0,0,0,
109,143.04852867126465,10.660470833333333,4.4591557349666405E8,3.1195529977964014E8,0,0,0,0,0,0,0,0,0,0,1.883778342514023E8,1.3212480469684786E8,0,2.1485939784785938E8,0,4.255261560442583E8,0,0,0,0,0,0,2.9887840131037116E8,0,0,0,0,0,0,0,0,0,0,2.083301682642657E8,0,0,0,
110,143.08153788248697,9.709104545454549,1.3063212122992468E9,4.069129745697461E8,5.2309552175185156E8,6.920441496729687E8,0,8.426930726151847E8,7.329247754631715E8,5.018003085558989E8,5.973596235711287E8,7.645622219316369E8,1.5947856705619726E9,3.3849033451107806E8,6.260661025894185E8,8.831313280166831E8,1.239933934287567E9,1.3434452106698596E9,1.0707534864606743E9,5.670353417476252E8,4.600415900532035E8,5.8205766777452E8,5.846219221497626E8,5.0727121680348444E8,3.226899717445189E9,7.565695173343554E8,9.589395040078083E8,1.3249315529793801E9,1.5904997588596478E9,1.7723053208507621E9,3.598744490665118E8,4.750496686518711E8,0,9.36916866817969E8,0,8.809471228834915E8,0,0,0,4.584902911889844E8,1.3601460206997657E9,
111,143.11791665213448,8.446514880952382,7.309125948028005E8,6.080575805614765E8,4.895510039319175E8,0,1.14122521083381E9,6.115196570586491E8,0,1.3849998191532044E9,9.51986229973637E8,0,9.6055025042366E8,0,1.5968026353657258E9,2.356787483426351E9,4.897909766304613E8,0,9.973368076729504E8,6.756243711208131E8,0,3.369367662283009E8,0,1.1182337797407076E9,0,3.365713845959259E8,0,1.099504877079551E9,1.1881967525546923E9,1.1190861862669852E9,4.3546420013438976E8,9.528458789946204E8,1.2735831159786108E9,1.6316649279502277E9,1.9761844302704358E9,1.3915111889074547E9,0,7.715717936165601E8,7.218832210962495E8,7.122506425314536E8,0,
112,144.0655314127604,10.228679629629632,8.645993261998093E8,0,0,3.9181591403785145E8,0,0,0,0,7.779570195549219E8,0,7.511088236149023E8,3.479270156699064E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.993040290897418E8,0,0,0,5.301998356068984E8,0,0,6.480828490999801E8,0,0,0,5.814315378813438E8,
113,144.10190644135346,8.595048648648646,1.1402224766262257E10,2.4596465227437813E10,1.6936672680631634E10,6.851879023210435E9,7.752515769348561E9,3.3065940218921237E9,3.3011687004555173E9,6.217184953219062E9,1.0413614053633398E10,2.521092298899962E9,7.888562119243999E9,3.259652273943154E10,7.801798832121663E9,8.29550318903647E9,4.03327716125284E9,4.384358916848834E9,7.4272691825304785E9,2.3289851882177076E9,0,1.2187208387144909E10,1.2258830579374743E10,7.584928286495821E9,3.693810311040063E9,4.748464331255092E9,5.720863175276891E9,8.079981757088755E9,8.555192010754999E9,3.275956394432043E9,4.618612248789637E9,7.220672116523431E9,1.3758172945288733E10,1.3452171889277916E10,9.828942481213617E9,4.719963415823766E9,3.681810934686823E9,2.5175384079423744E10,1.9647078839525066E10,0,1.0338325094128122E10,
114,144.92746249112216,21.525621212121216,3.945241715971406E8,0,0,4.9021412904051566E8,0,0,0,0,0,3.8830363141684365E8,0,0,1.6618060056068745E8,0,3.8576773754525006E8,3.151610526432577E8,0,0,3.550798653488202E8,0,0,0,0,0,0,2.6151334184929705E8,0,0,3.990985107595E8,0,0,0,0,0,5.2796474470730466E8,0,0,0,4.316969524097111E8,
115,144.98214918567288,22.77006451612904,1.3783905165016713E9,0,1.3158778436100783E9,9.347098804741253E8,1.1121644071810231E9,0,1.2195655596941714E9,0,1.1968445662554915E9,1.3833748702613354E9,1.2315956622310705E9,9.812013807863594E8,5.5537884266743E8,7.262140222794605E8,8.017448327160659E8,1.0972980528165781E9,1.299313895045289E9,0,1.4237492971951103E9,8.728229843270862E8,1.1999374333772032E9,0,1.1504694013624365E9,9.403982407716106E8,1.2735386561666167E9,6.89496278401489E8,1.0598621708490553E9,5.3463482144648427E8,1.3127392713178992E9,1.147829813062742E9,0,1.1263619743903983E9,1.1230564318521233E9,0,1.1359230896394134E9,0,1.145474272814129E9,1.3588408369070075E9,1.2076213518400235E9,
116,145.10518646240234,8.592828888888887,8.481316352421433E8,1.9164395721901054E9,1.344476125273585E9,5.203163210989066E8,2.2683165688179913E9,0,0,7.229668363872111E8,5.710326442673634E8,4.8279671447152364E8,7.306083749027154E8,2.4398781346576343E9,0,0,4.058271927416639E8,1.0191675352967502E9,6.786244820584565E8,0,0,9.730652373528055E8,1.0600823524840928E9,1.1809553983830316E9,6.732646470257574E8,4.7249802977933973E8,4.478237852342418E8,6.838552208000929E8,0,3.842435583353827E8,5.735530317542971E8,5.589080690525124E8,1.233586116890106E9,2.072847095489747E9,9.360447148649644E8,6.285957239011215E8,5.886583744132421E8,2.295169041594077E9,1.5552338884640212E9,0,0,
